phase,iter,timesteps_total,episodes_total,episode_reward_mean,episode_reward_min,episode_reward_max,policy_reward_mean/p_top,policy_reward_mean/p_bottom,policy_reward_mean/a,social_welfare_coin_eq_times_prod
PHASE 3A,24,20000,20,-126.72319437559925,-197.42362327813024,-45.19450318434592,12.369765986796313,8.366348491439735,-18.432413606729224,0.0
PHASE 3A,25,20800,20,-126.72319437559926,-197.42362327813024,-45.19450318434592,12.369765986796313,8.366348491439735,-18.432413606729224,22.364656540675124
PHASE 3A,26,21600,21,-125.47836159982714,-197.42362327813024,-45.19450318434592,12.348648587488537,8.881993686644986,-18.338625484244908,12.718900408063892
PHASE 3A,27,22400,22,-128.58499631435512,-197.42362327813024,-45.19450318434592,12.113738493740046,8.669831115938782,-18.671070740504046,23.69520002092656
PHASE 3A,28,23200,23,-127.06625139032683,-197.42362327813024,-45.19450318434592,12.46381896582328,9.107311142450987,-18.579672687324948,11.273699776785957
PHASE 3A,29,24000,24,-127.8984562321444,-197.42362327813024,-45.19450318434592,12.378405554527655,9.11123645129423,-18.67351227974559,0.0
PHASE 3A,30,24800,24,-127.8984562321444,-197.42362327813024,-45.19450318434592,12.378405554527655,9.11123645129423,-18.67351227974559,13.46765973772356
PHASE 3A,31,25600,25,-128.73430107176375,-197.42362327813024,-45.19450318434592,12.155112027659086,8.802955938555371,-18.711546129747088,13.42875171334443
PHASE 3A,32,26400,26,-128.75422592337944,-197.42362327813024,-45.19450318434592,12.05908641596774,8.801719168684503,-18.70187893850378,16.405762276786003
PHASE 3A,33,27200,27,-129.511985585746,-197.42362327813024,-45.19450318434592,12.405999597108686,8.71130442071325,-18.828661200445804,30.543503069196653
PHASE 3A,34,28000,28,-127.07834510142206,-197.42362327813024,-45.19450318434592,12.194467458322725,9.142636096552042,-18.55193108203691,0.0
PHASE 3A,35,28800,28,-127.07834510142204,-197.42362327813024,-45.19450318434592,12.194467458322725,9.142636096552044,-18.55193108203691,11.858363708360256
PHASE 3A,36,29600,29,-126.94848577500467,-197.42362327813024,-45.19450318434592,11.880605433790608,9.18206360137084,-18.501394351270577,35.68636290283228
PHASE 3A,37,30400,30,-126.49731809089154,-197.42362327813024,-45.19450318434592,12.008062652512365,8.994256175335854,-18.437454614842288,30.701861328125176
PHASE 3A,38,31200,31,-123.82262029985354,-197.42362327813024,-43.581686568712946,12.14846888845706,9.52990858764865,-18.18762472199473,18.536724330357398
PHASE 3A,39,32000,32,-126.18157625517838,-199.30921087024885,-43.581686568712946,11.828329636486373,9.405576982921522,-18.426935359323107,0.0
PHASE 3A,40,32800,32,-126.18157625517838,-199.30921087024885,-43.581686568712946,11.828329636486373,9.405576982921522,-18.426935359323107,17.29638263211962
PHASE 3A,41,33600,33,-126.18268397654215,-199.30921087024885,-43.581686568712946,11.709960528664748,9.320564691064043,-18.401651149533695,27.599621965681024
PHASE 3A,42,34400,34,-126.25655354913357,-199.30921087024885,-43.581686568712946,11.575441788355656,9.2572625800883,-18.38615723969702,20.99116563197568
PHASE 3A,43,35200,35,-127.45050573584182,-199.30921087024885,-43.581686568712946,11.32091916067876,9.064296780288588,-18.47946520960097,15.312982700893073
PHASE 3A,44,36000,36,-124.77835487497244,-199.30921087024885,-31.25307474454437,12.189078143649073,9.211611857331505,-18.272380609493958,0.0
PHASE 3A,45,36800,36,-124.77835487497244,-199.30921087024885,-31.25307474454437,12.189078143649073,9.211611857331505,-18.27238060949396,16.649205008370934
PHASE 3A,46,37600,37,-123.78183218672193,-199.30921087024885,-31.25307474454437,12.09729227250881,8.969435560300914,-18.10607000244128,19.764886866978483
PHASE 3A,47,38400,38,-124.1955833587634,-199.30921087024885,-31.25307474454437,12.038384612829168,9.08301752527697,-18.16462318710852,22.225729631696694
PHASE 3A,48,39200,39,-122.24705639441886,-199.30921087024885,-31.25307474454437,12.468095817324196,9.181554936487863,-17.987088393528694,22.6827420479913
PHASE 3A,49,40000,40,-121.54662019979455,-199.30921087024885,-31.25307474454437,12.682233335526368,9.261618891851729,-17.93630905339641,0.0
PHASE 3B,0,800,0,,,,,,,30.493765276227915
PHASE 3B,1,1600,1,-24.080503309172816,-24.080503309172816,-24.080503309172816,20.736455729168217,20.27846074218842,-8.13692747256616,37.26521745948815
PHASE 3B,2,2400,2,-8.756172668108464,-24.080503309172816,6.568157972955888,22.23561295573074,30.5530069786079,-7.693099075305906,25.56906222098242
PHASE 3B,3,3200,3,-52.24287743853173,-139.21628697937825,6.568157972955888,17.672096727160962,23.49430519629671,-11.676159920248686,18.89459821428603
PHASE 3B,4,4000,4,-61.55156313816082,-139.21628697937825,6.568157972955888,19.4760956420914,18.93157712822083,-12.494904488559103,0.0
PHASE 3B,5,4800,4,-61.55156313816082,-139.21628697937825,6.568157972955888,19.476095642091405,18.931577128220834,-12.494904488559103,24.73697457449806
PHASE 3B,6,5600,5,-51.271206839151866,-139.21628697937825,6.568157972955888,21.85364558919416,17.854367887472854,-11.372402539477292,18.236157191685564
PHASE 3B,7,6400,6,-50.66375169895347,-139.21628697937825,6.568157972955888,19.226272427030754,19.512469563209887,-11.175311711149199,23.38452287946467
PHASE 3B,8,7200,7,-55.75894024948309,-139.21628697937825,6.568157972955888,19.148080223448396,17.911714997283585,-11.60234193377676,21.437516741071615
PHASE 3B,9,8000,8,-45.567967542877035,-139.21628697937825,25.768841403365368,19.67758536275391,19.939253359032776,-10.64810078308285,0.0
PHASE 3B,10,8800,8,-45.56796754287703,-139.21628697937825,25.768841403365368,19.67758536275391,19.939253359032776,-10.64810078308285,26.105815675190684
PHASE 3B,11,9600,9,-49.51519755340438,-139.21628697937825,25.768841403365368,20.91588810617102,19.18062188118934,-11.201463442595484,35.957521380615525
PHASE 3B,12,10400,10,-43.33173057388102,-139.21628697937825,25.768841403365368,22.000705969957497,18.802850635453538,-10.516910897411416,27.510627792576646
PHASE 3B,13,11200,11,-39.26827530357811,-139.21628697937825,25.768841403365368,21.684358705961984,18.834243273119224,-9.973359660332324,18.831944754464498
PHASE 3B,14,12000,12,-40.93435364584004,-139.21628697937825,25.768841403365368,21.293387127295535,18.43219478568142,-10.08249194485204,0.0
PHASE 3B,15,12800,12,-40.934353645840034,-139.21628697937825,25.768841403365368,21.293387127295535,18.432194785681425,-10.08249194485204,9.052189710617295
PHASE 3B,16,13600,13,-43.91876463471455,-139.21628697937825,25.768841403365368,20.652150330984572,18.54010069752099,-10.38887695790243,26.359833730970422
PHASE 3B,17,14400,14,-47.83017625901669,-139.21628697937825,25.768841403365368,20.713466887906357,17.47890645279598,-10.7528186999648,31.25154535784068
PHASE 3B,18,15200,15,-50.58683614293491,-139.21628697937825,25.768841403365368,19.55441282083814,18.136034877251074,-11.034660480127915,21.630348423549435
PHASE 3B,19,16000,16,-50.996728982150145,-139.21628697937825,25.768841403365368,19.139981963853998,18.098101124190997,-11.029351508774297,0.0
PHASE 3B,20,16800,16,-50.996728982150145,-139.21628697937825,25.768841403365368,19.139981963853998,18.098101124191004,-11.029351508774297,10.936288116455474
PHASE 3B,21,17600,17,-54.922778556904085,-139.21628697937825,25.768841403365368,18.189404022094347,17.912082527968643,-11.378033138370787,21.12664763532395
PHASE 3B,22,18400,18,-56.823152345439915,-139.21628697937825,25.768841403365368,18.25144105992941,17.143097799852654,-11.527211400652643,37.36975690569224
PHASE 3B,23,19200,19,-52.5173829319582,-139.21628697937825,25.768841403365368,18.5194858050406,16.869422986001172,-10.988286465374884,9.08785435267889
PHASE 3B,24,20000,20,-53.93349242691672,-139.21628697937825,25.768841403365368,17.90778321685578,17.340879073807475,-11.147769339697389,0.0
PHASE 3B,25,20800,20,-53.933492426916736,-139.21628697937825,25.768841403365368,17.907783216855776,17.34087907380748,-11.147769339697387,31.244879551479194
PHASE 3B,26,21600,21,-52.37862912267591,-139.21628697937825,25.768841403365368,17.995399422489193,17.11447380789221,-10.936062794132052,16.919422424316707
PHASE 3B,27,22400,22,-52.31292290821605,-139.21628697937825,25.768841403365368,17.766510838689683,16.83872710345413,-10.864770106294882,41.12500585937526
PHASE 3B,28,23200,23,-53.7017021929262,-139.21628697937825,25.768841403365368,17.68778399707042,16.42395753453136,-10.976680465565888,13.509397321428864
PHASE 3B,29,24000,24,-56.9898498380576,-139.21628697937825,25.768841403365368,17.2265568236899,15.827626051973235,-11.255504089214988,0.0
PHASE 3B,30,24800,24,-56.9898498380576,-139.21628697937825,25.768841403365368,17.2265568236899,15.827626051973233,-11.255504089214988,25.78348306274452
PHASE 3B,31,25600,25,-55.28493334591674,-139.21628697937825,25.768841403365368,16.642248596641096,16.600566702797973,-11.065968580669375,16.8969687500002
PHASE 3B,32,26400,26,-56.66565694409969,-139.21628697937825,25.768841403365368,16.337766495418148,16.25607014692139,-11.157436698304796,12.134293526786077
PHASE 3B,33,27200,27,-56.64745611483471,-139.21628697937825,25.768841403365368,16.791365397890925,16.596891766130252,-11.254464159856882,23.44710728236633
PHASE 3B,34,28000,28,-56.69644649048032,-139.21628697937825,25.768841403365368,16.3976543805545,17.544443320348233,-11.329818023922778,0.0
PHASE 3B,35,28800,28,-56.69644649048032,-139.21628697937825,25.768841403365368,16.3976543805545,17.544443320348233,-11.329818023922774,19.68735073852568
PHASE 3B,36,29600,29,-58.13495332218236,-139.21628697937825,25.768841403365368,16.333257409222245,17.2175233049339,-11.460716754542208,27.604498574393478
PHASE 3B,37,30400,30,-58.67551685432472,-139.21628697937825,25.768841403365368,16.626610288297297,16.86349508804919,-11.520702778833797,25.01370596858468
PHASE 3B,38,31200,31,-58.63199738837638,-139.21628697937825,25.768841403365368,16.245505503629705,16.98061765576738,-11.482265068471575,13.21933593750032
PHASE 3B,39,32000,32,-55.853078909156004,-139.21628697937825,30.293393946675224,16.442177397582796,17.257092898292534,-11.194043650628803,0.0
PHASE 3B,40,32800,32,-55.853078909156004,-139.21628697937825,30.293393946675224,16.442177397582796,17.257092898292534,-11.194043650628803,19.42410523438061
PHASE 3B,41,33600,33,-57.759069167451386,-139.21628697937825,30.293393946675224,16.177307333933182,17.181533265261,-11.389738720830582,23.82399679129498
PHASE 3B,42,34400,34,-58.704980847515415,-139.21628697937825,30.293393946675224,16.26349311891871,16.72434510568995,-11.461602384015393,29.70482833426354
PHASE 3B,43,35200,35,-56.185358024501106,-139.21628697937825,30.293393946675224,16.473323173991428,16.916153011066758,-11.19685427619479,25.332857142857375
PHASE 3B,44,36000,36,-55.4680086726287,-139.21628697937825,30.293393946675224,16.756935980533967,16.91718295189958,-11.142765950632661,0.0
PHASE 3B,45,36800,36,-55.4680086726287,-139.21628697937825,30.293393946675224,16.756935980533967,16.917182951899584,-11.142765950632661,15.585787233557344
PHASE 3B,46,37600,37,-56.290391283378284,-139.21628697937825,30.293393946675224,16.642974271062357,16.772286477912722,-11.213206504044049,29.800833356585187
PHASE 3B,47,38400,38,-54.45054915569461,-139.21628697937825,30.293393946675224,17.186451821169467,16.80481251863586,-11.055226686937369,42.02209214564759
PHASE 3B,48,39200,39,-53.21736401776301,-139.21628697937825,30.293393946675224,17.23503498002373,17.1997696701846,-10.956521083496295,13.152075892857557
PHASE 3B,49,40000,40,-53.22133687456685,-139.21628697937825,30.293393946675224,17.337857841477792,16.769775428429988,-10.916121268059202,0.0
